event_id,event_ts,user_id,session_id,event_type,device,traffic_source,content_id,search_query,dwell_time_sec
e_000021107,2026-01-28T17:56:52Z,u_002598,s_04074220,bookmark,ios,social,c_000567,,
e_000021108,2026-02-01T18:16:08Z,u_003281,s_00425730,app_open,web,email,,,575.0
e_000021109,2026-02-02T09:22:29Z,u_003454,s_09344128,bookmark,ios,direct,c_001187,,
e_000021110,2026-01-26T21:53:33Z,u_000585,s_02269791,email_open,web,paid,,,
e_000021111,2026-01-27T20:10:18Z,u_000661,s_08238824,app_open,ios,push,,,74.0
e_000021112,2026-02-02T16:30:15Z,u_002011,s_08018617,search,android,social,,healthy breakfast ideas,
e_000021113,2026-01-30T13:20:20Z,u_003096,s_03108848,view_content,android,paid,c_001360,,467.0
e_000021114,2026-02-02T06:19:49Z,u_001335,s_06654490,click_recommendation,web,direct,c_000852,,
e_000021115,2026-01-31T14:23:41Z,u_003883,s_05518120,email_open,ios,paid,,,
e_000021116,2026-02-01T06:03:30Z,u_004568,s_09340218,search,web,push,,weight loss plan,
e_000021117,2026-01-29T16:08:16Z,u_002802,s_08562420,app_open,ios,direct,,,561.0
e_000021118,2026-01-31T19:52:32Z,u_001186,s_06603236,search,web,seo,,lower blood pressure,
e_000021119,2026-01-29T01:56:20Z,u_003184,s_07889400,view_content,web,push,c_000270,,433.0
e_000021120,2026-02-02T05:32:58Z,u_002827,s_01425741,email_open,web,direct,,,
e_000021121,2026-01-27T06:19:13Z,u_000302,s_07731123,search,web,seo,,lower blood pressure,
e_000021122,2026-01-29T08:54:19Z,u_004856,s_02240611,click_recommendation,ios,seo,c_000628,,
e_000021123,2026-01-31T19:05:27Z,u_003321,s_01307517,email_open,ios,direct,,,
e_000021124,2026-02-01T03:51:48Z,u_003631,s_01401921,search,web,paid,,healthy breakfast ideas,
e_000021125,2026-01-30T01:27:08Z,u_003744,s_01449348,email_open,ios,social,,,
e_000021126,2026-02-02T08:45:06Z,u_002851,s_04536648,search,web,paid,,lower blood pressure,
e_000021127,2026-01-29T02:20:13Z,u_003319,s_01939305,app_open,web,social,,,427.0
e_000021128,2026-01-30T22:51:56Z,u_002610,s_00157686,view_content,android,seo,c_000674,,268.0
e_000021129,2026-01-30T08:38:02Z,u_003813,s_01019058,search,android,social,,stress management tips,
e_000021130,2026-01-29T01:03:15Z,u_003699,s_04110935,search,ios,direct,,high protein foods,
e_000021131,2026-01-27T01:07:31Z,u_004199,s_06499947,view_content,web,social,c_000722,,255.0
e_000021132,2026-01-27T01:53:23Z,u_001840,s_01800892,bookmark,ios,seo,c_001027,,
e_000021133,2026-01-27T17:31:41Z,u_000342,s_07773527,email_open,android,direct,,,
e_000021134,2026-01-30T13:56:08Z,u_000669,s_00729293,click_recommendation,android,seo,c_001341,,
e_000021135,2026-01-31T14:14:53Z,u_000346,s_04828041,search,android,social,,healthy breakfast ideas,
e_000021136,2026-01-27T18:41:23Z,u_004737,s_08695785,email_open,android,push,,,
e_000021137,2026-01-30T03:58:09Z,u_004676,s_07262858,search,ios,push,,stress management tips,
e_000021138,2026-01-31T14:48:51Z,u_002591,s_08277531,bookmark,web,paid,c_001428,,
e_000021139,2026-01-28T11:32:23Z,u_002474,s_05056907,search,web,paid,,diabetes symptoms,
e_000021140,2026-01-31T16:44:11Z,u_001955,s_04791498,search,ios,seo,,weight loss plan,
e_000021141,2026-01-28T03:27:20Z,u_001057,s_05770254,search,ios,seo,,high protein foods,
e_000021142,2026-02-02T16:23:34Z,u_003913,s_06052395,view_content,android,paid,c_000401,,6.0
e_000021143,2026-01-26T22:00:26Z,u_000467,s_05316694,app_open,web,social,,,5.0
e_000021144,2026-01-27T16:26:51Z,u_002846,s_07519554,click_recommendation,web,push,c_000568,,
e_000021145,2026-02-01T20:48:29Z,u_003797,s_00900240,view_content,web,paid,c_000083,,524.0
e_000021146,2026-01-28T20:00:26Z,u_001126,s_08903280,view_content,ios,email,c_000409,,159.0
e_000021147,2026-01-28T03:55:02Z,u_004188,s_05791679,click_recommendation,ios,seo,c_000249,,
e_000021148,2026-01-31T19:25:44Z,u_003020,s_02123998,click_recommendation,web,push,c_000237,,
e_000021149,2026-01-29T16:30:02Z,u_001046,s_07260856,search,android,social,,healthy breakfast ideas,
e_000021150,2026-02-02T08:24:48Z,u_003936,s_02095498,click_recommendation,ios,push,c_001413,,
e_000021151,2026-02-01T06:45:16Z,u_003670,s_00391957,view_content,web,paid,c_001499,,181.0
e_000021152,2026-02-02T16:36:26Z,u_001478,s_08729651,view_content,ios,paid,c_001268,,354.0
e_000021153,2026-01-27T14:44:22Z,u_002308,s_05188385,email_open,ios,social,,,
e_000021154,2026-01-27T17:42:47Z,u_000952,s_02764192,view_content,android,paid,c_000763,,440.0
e_000021155,2026-01-27T14:31:30Z,u_004954,s_03702636,search,web,seo,,workout for beginners,
e_000021156,2026-01-31T03:20:42Z,u_002821,s_02031057,view_content,web,seo,c_000677,,533.0
e_000021157,2026-01-30T04:01:30Z,u_004787,s_09509798,email_open,ios,social,,,
e_000021158,2026-01-29T06:43:58Z,u_002020,s_01187271,share,web,push,c_001099,,
e_000021159,2026-01-27T02:55:11Z,u_000278,s_06915013,app_open,android,push,,,301.0
e_000021160,2026-01-31T02:40:46Z,u_003299,s_06275979,click_recommendation,ios,push,c_001331,,
e_000021161,2026-02-02T03:50:53Z,u_001273,s_04116416,search,web,paid,,stress management tips,
e_000021162,2026-01-28T12:41:11Z,u_004145,s_05115834,app_open,android,seo,,,51.0
e_000021163,2026-01-30T16:34:48Z,u_001899,s_04999491,search,web,social,,workout for beginners,
e_000021164,2026-02-01T08:34:48Z,u_002269,s_03355522,search,ios,social,,workout for beginners,
e_000021165,2026-02-02T11:45:58Z,u_002804,s_07467544,view_content,web,email,c_000480,,494.0
e_000021166,2026-01-30T01:13:30Z,u_004146,s_07104035,bookmark,web,email,c_001300,,
e_000021167,2026-01-27T21:42:50Z,u_003674,s_06659116,share,ios,social,c_000240,,
e_000021168,2026-01-31T04:25:03Z,u_000017,s_03546747,view_content,android,seo,c_000630,,226.0
e_000021169,2026-01-28T14:40:01Z,u_003343,s_05756450,click_recommendation,ios,push,c_000429,,
e_000021170,2026-01-31T03:21:08Z,u_001507,s_08581277,view_content,web,paid,c_001280,,492.0
e_000021171,2026-01-27T09:17:26Z,u_004670,s_08256834,click_recommendation,web,push,c_000265,,
e_000021172,2026-01-28T09:11:38Z,u_003242,s_01999690,click_recommendation,android,email,c_000831,,
e_000021173,2026-02-01T02:48:37Z,u_004351,s_09657699,bookmark,android,email,c_001391,,
e_000021174,2026-01-29T10:40:48Z,u_004998,s_07464690,email_open,web,paid,,,
e_000021175,2026-01-30T14:00:49Z,u_004287,s_05619931,email_open,ios,seo,,,
e_000021176,2026-01-27T17:46:38Z,u_004834,s_08794943,app_open,ios,email,,,238.0
e_000021177,2026-02-02T15:54:16Z,u_002597,s_08877405,app_open,web,direct,,,440.0
e_000021178,2026-01-30T14:17:33Z,u_001563,s_02690161,email_open,web,social,,,
e_000021179,2026-01-30T17:14:45Z,u_003689,s_07346720,app_open,ios,direct,,,373.0
e_000021180,2026-02-01T12:35:46Z,u_002973,s_05691371,search,android,social,,stress management tips,
e_000021181,2026-01-31T16:55:46Z,u_001968,s_01328936,email_open,ios,paid,,,
e_000021182,2026-02-02T05:05:43Z,u_003563,s_02788625,app_open,ios,seo,,,531.0
e_000021183,2026-01-27T19:12:05Z,u_000955,s_07096524,email_open,ios,paid,,,
e_000021184,2026-01-30T04:35:54Z,u_003126,s_07106549,view_content,ios,push,c_001337,,600.0
e_000021185,2026-01-29T05:08:46Z,u_004874,s_07716378,click_recommendation,web,social,c_000332,,
e_000021186,2026-02-02T06:03:23Z,u_004587,s_09850693,view_content,android,social,c_000611,,155.0
e_000021187,2026-02-01T20:41:37Z,u_000580,s_06101112,click_recommendation,web,direct,c_000311,,
e_000021188,2026-01-30T05:00:45Z,u_003764,s_08596925,click_recommendation,ios,social,c_000382,,
e_000021189,2026-01-31T21:08:02Z,u_003559,s_02821149,click_recommendation,web,email,c_001084,,
e_000021190,2026-01-28T14:12:22Z,u_004684,s_08619291,view_content,web,paid,c_000018,,537.0
e_000021191,2026-01-30T10:39:20Z,u_003505,s_06980469,view_content,web,paid,c_001493,,599.0
e_000021192,2026-01-31T02:13:08Z,u_000330,s_04833986,share,ios,direct,c_001281,,
e_000021193,2026-01-27T10:06:00Z,u_003084,s_09911418,view_content,web,paid,c_000255,,376.0
e_000021194,2026-01-27T02:09:32Z,u_003897,s_00035538,view_content,ios,push,c_000894,,176.0
e_000021195,2026-02-01T04:31:23Z,u_002919,s_03528799,view_content,web,social,c_001480,,530.0
e_000021196,2026-01-30T07:37:42Z,u_001658,s_01140200,search,android,email,,lower blood pressure,
e_000021197,2026-02-02T18:18:26Z,u_000680,s_06514457,email_open,web,social,,,
e_000021198,2026-01-27T21:19:50Z,u_003751,s_05536782,click_recommendation,ios,push,c_000781,,
e_000021199,2026-01-29T20:02:18Z,u_002326,s_00350223,search,ios,push,,stress management tips,
e_000021200,2026-01-28T14:54:35Z,u_000904,s_02990543,search,ios,seo,,workout for beginners,
e_000021201,2026-02-01T16:23:21Z,u_000674,s_08941857,click_recommendation,ios,direct,c_001226,,
e_000021202,2026-01-27T03:47:29Z,u_002565,s_03678138,click_recommendation,ios,direct,c_000401,,
e_000021203,2026-01-26T20:40:41Z,u_002400,s_07586240,email_open,web,push,,,
e_000021204,2026-01-30T04:10:51Z,u_001167,s_03538747,search,web,seo,,weight loss plan,
e_000021205,2026-01-31T12:50:30Z,u_000421,s_08370383,bookmark,web,email,c_000212,,
e_000021206,2026-01-30T13:47:45Z,u_000413,s_02147497,click_recommendation,web,direct,c_001426,,
e_000021207,2026-01-27T17:03:37Z,u_000740,s_00446700,click_recommendation,web,push,c_000214,,
e_000021208,2026-02-02T15:59:35Z,u_002610,s_08392056,share,ios,direct,c_000109,,
e_000021209,2026-01-27T19:10:04Z,u_001321,s_08051981,share,ios,email,c_000718,,
e_000021210,2026-02-01T09:05:33Z,u_003080,s_00968573,click_recommendation,web,seo,c_000061,,
e_000021211,2026-01-29T18:23:35Z,u_002655,s_07954868,app_open,ios,direct,,,462.0
e_000021212,2026-01-29T23:08:15Z,u_002974,s_05447981,app_open,ios,paid,,,127.0
e_000021213,2026-01-31T22:33:30Z,u_003235,s_00929436,search,ios,push,,how to sleep better,
e_000021214,2026-01-30T19:00:16Z,u_000087,s_05942757,search,web,email,,diabetes symptoms,
e_000021215,2026-01-27T22:25:49Z,u_000779,s_08347147,email_open,ios,paid,,,
e_000021216,2026-01-30T00:01:22Z,u_002303,s_09728640,bookmark,ios,paid,c_000254,,
e_000021217,2026-01-29T18:05:20Z,u_000002,s_05242303,view_content,web,social,c_000490,,217.0
e_000021218,2026-01-29T06:38:20Z,u_004292,s_01988172,email_open,android,seo,,,
e_000021219,2026-01-31T16:08:30Z,u_002684,s_09602187,share,ios,email,c_001179,,
e_000021220,2026-02-01T15:25:50Z,u_001885,s_05532131,email_open,web,seo,,,
e_000021221,2026-01-29T16:21:03Z,u_001156,s_02016121,app_open,ios,push,,,348.0
e_000021222,2026-01-31T16:29:27Z,u_003393,s_01836573,click_recommendation,android,seo,c_000706,,
e_000021223,2026-01-28T03:09:01Z,u_002149,s_08640767,app_open,android,seo,,,412.0
e_000021224,2026-01-26T23:38:17Z,u_000519,s_07777881,view_content,web,paid,c_000879,,562.0
e_000021225,2026-01-27T06:53:55Z,u_000293,s_06643538,bookmark,web,paid,c_000095,,
e_000021226,2026-01-30T05:29:17Z,u_000424,s_07046407,share,ios,email,c_001253,,
e_000021227,2026-01-27T18:40:04Z,u_003208,s_02366293,email_open,android,direct,,,
e_000021228,2026-01-30T17:22:15Z,u_002003,s_01083743,bookmark,ios,direct,c_001016,,
e_000021229,2026-02-01T06:32:26Z,u_003230,s_08168184,share,ios,paid,c_001394,,
e_000021230,2026-01-30T01:35:15Z,u_004261,s_04780885,share,android,direct,c_000634,,
e_000021231,2026-01-31T16:22:44Z,u_004615,s_05595200,view_content,ios,direct,c_000520,,477.0
e_000021232,2026-01-27T05:41:52Z,u_003816,s_02401842,search,ios,email,,high protein foods,
e_000021233,2026-01-29T03:53:57Z,u_000437,s_02632872,app_open,android,email,,,381.0
e_000021234,2026-02-02T17:53:47Z,u_004165,s_06426959,email_open,ios,social,,,
e_000021235,2026-02-01T04:14:52Z,u_000933,s_06661049,search,web,direct,,workout for beginners,
e_000021236,2026-01-29T17:25:12Z,u_003723,s_04823147,search,android,social,,lower blood pressure,
e_000021237,2026-01-27T18:03:07Z,u_001049,s_06810529,search,android,direct,,diabetes symptoms,
e_000021238,2026-02-02T04:48:30Z,u_002201,s_00576027,view_content,android,seo,c_000096,,345.0
e_000021239,2026-01-29T09:05:18Z,u_002838,s_09217894,click_recommendation,web,direct,c_000879,,
e_000021240,2026-01-28T16:16:23Z,u_003468,s_01732307,search,android,social,,healthy breakfast ideas,
e_000021241,2026-02-01T03:06:21Z,u_003476,s_02715454,email_open,web,seo,,,
e_000021242,2026-02-01T12:21:21Z,u_003719,s_09238414,search,android,direct,,high protein foods,
e_000021243,2026-01-28T16:56:42Z,u_000933,s_07631890,share,web,social,c_000820,,
e_000021244,2026-01-30T18:43:15Z,u_000636,s_08529490,email_open,ios,seo,,,
e_000021245,2026-01-29T06:13:45Z,u_001698,s_00068017,app_open,web,seo,,,381.0
e_000021246,2026-01-28T06:01:57Z,u_002671,s_04542514,share,ios,direct,c_000038,,
e_000021247,2026-01-30T16:04:26Z,u_001491,s_06073264,bookmark,web,social,c_000824,,
e_000021248,2026-01-29T03:15:10Z,u_000748,s_07264937,email_open,android,seo,,,
e_000021249,2026-01-30T19:13:18Z,u_004779,s_01233327,app_open,android,email,,,156.0
e_000021250,2026-01-30T05:16:05Z,u_001242,s_00309005,email_open,web,push,,,
e_000021251,2026-01-29T21:49:31Z,u_003625,s_02494279,click_recommendation,android,paid,c_001243,,
e_000021252,2026-02-01T01:59:07Z,u_004027,s_00863651,share,ios,push,c_000617,,
e_000021253,2026-01-31T04:38:22Z,u_004634,s_03646554,share,android,paid,c_000933,,
e_000021254,2026-01-30T07:10:24Z,u_004938,s_03422889,email_open,ios,email,,,
e_000021255,2026-01-28T10:03:36Z,u_004472,s_02707082,share,android,paid,c_001416,,
e_000021256,2026-01-29T22:03:54Z,u_001859,s_08086391,click_recommendation,ios,seo,c_000773,,
e_000021257,2026-01-28T19:46:48Z,u_002750,s_00050299,click_recommendation,web,social,c_001423,,
e_000021258,2026-01-28T15:52:59Z,u_003969,s_08001358,app_open,web,email,,,263.0
e_000021259,2026-01-30T07:14:05Z,u_004949,s_02890365,view_content,android,paid,c_000931,,186.0
e_000021260,2026-01-28T16:58:19Z,u_000170,s_08375435,app_open,web,push,,,359.0
e_000021261,2026-01-29T18:48:02Z,u_001664,s_06056689,click_recommendation,web,push,c_000641,,
e_000021262,2026-01-31T18:20:13Z,u_003787,s_05745450,view_content,web,social,c_000556,,134.0
e_000021263,2026-01-28T16:06:31Z,u_000893,s_06023333,click_recommendation,ios,paid,c_000090,,
e_000021264,2026-01-29T19:40:16Z,u_004343,s_07798363,search,android,seo,,weight loss plan,
e_000021265,2026-02-01T10:11:40Z,u_003103,s_03569780,click_recommendation,web,seo,c_000308,,
e_000021266,2026-02-02T01:21:22Z,u_000174,s_08940410,view_content,web,social,c_000615,,131.0
e_000021267,2026-01-27T01:28:42Z,u_002407,s_09691674,share,web,paid,c_001015,,
e_000021268,2026-01-27T14:46:55Z,u_000718,s_06625735,search,android,social,,stress management tips,
e_000021269,2026-02-02T04:10:24Z,u_004683,s_04582234,app_open,android,push,,,443.0
e_000021270,2026-01-27T11:19:25Z,u_001431,s_07849586,bookmark,android,social,c_001352,,
e_000021271,2026-02-02T14:47:25Z,u_002308,s_03799232,search,android,seo,,how to sleep better,
e_000021272,2026-01-29T13:11:49Z,u_001104,s_07924955,app_open,ios,email,,,123.0
e_000021273,2026-01-29T23:10:23Z,u_002244,s_05872117,bookmark,web,email,c_000217,,
e_000021274,2026-01-28T21:09:34Z,u_000904,s_02272250,share,ios,social,c_001123,,
e_000021275,2026-01-29T00:47:50Z,u_003875,s_02071346,email_open,ios,email,,,
e_000021276,2026-01-28T07:24:39Z,u_003828,s_04518340,email_open,ios,seo,,,
e_000021277,2026-01-28T13:23:51Z,u_001090,s_02562198,search,android,direct,,diabetes symptoms,
e_000021278,2026-02-01T19:58:23Z,u_002844,s_08320627,bookmark,web,paid,c_000448,,
e_000021279,2026-01-30T14:12:52Z,u_001775,s_04489696,bookmark,android,push,c_001485,,
e_000021280,2026-02-01T19:18:43Z,u_001617,s_00668241,app_open,web,email,,,200.0
e_000021281,2026-01-27T21:35:02Z,u_000181,s_06755183,bookmark,ios,direct,c_000023,,
e_000021282,2026-01-31T12:16:36Z,u_004316,s_07863873,search,android,email,,diabetes symptoms,
e_000021283,2026-01-30T03:20:34Z,u_004115,s_00796306,email_open,web,push,,,
e_000021284,2026-01-31T17:14:37Z,u_002105,s_08909354,app_open,ios,paid,,,317.0
e_000021285,2026-02-01T00:45:14Z,u_004291,s_06006229,search,ios,email,,high protein foods,
e_000021286,2026-01-29T20:26:57Z,u_000822,s_01101134,click_recommendation,web,email,c_000558,,
e_000021287,2026-01-31T23:21:50Z,u_004375,s_04904246,bookmark,android,direct,c_000793,,
e_000021288,2026-01-29T16:31:09Z,u_001655,s_03175191,bookmark,ios,seo,c_000539,,
e_000021289,2026-01-29T18:53:50Z,u_002750,s_01727526,share,web,direct,c_000685,,
e_000021290,2026-01-30T20:11:11Z,u_004706,s_04009238,app_open,web,email,,,511.0
e_000021291,2026-01-27T22:03:42Z,u_000312,s_07496560,app_open,android,direct,,,59.0
e_000021292,2026-02-02T17:09:34Z,u_001929,s_00795225,app_open,web,email,,,136.0
e_000021293,2026-01-29T04:25:26Z,u_001963,s_09407379,email_open,android,paid,,,
e_000021294,2026-01-28T10:51:58Z,u_000870,s_00057619,click_recommendation,ios,direct,c_001081,,
e_000021295,2026-01-28T03:39:27Z,u_003414,s_01748505,view_content,web,paid,c_000640,,480.0
e_000021296,2026-01-28T03:01:39Z,u_002967,s_04508567,view_content,android,social,c_000845,,325.0
e_000021297,2026-01-28T10:02:31Z,u_003894,s_09495652,email_open,web,email,,,
e_000021298,2026-01-30T03:54:02Z,u_003097,s_02637223,bookmark,android,push,c_000533,,
e_000021299,2026-01-28T14:50:47Z,u_001214,s_01400215,app_open,ios,social,,,253.0
e_000021300,2026-01-29T12:10:31Z,u_003515,s_01539535,click_recommendation,android,push,c_000511,,
e_000021301,2026-02-01T01:46:43Z,u_004666,s_08653133,view_content,android,email,c_000740,,452.0
e_000021302,2026-01-29T23:24:21Z,u_004741,s_08214491,share,android,direct,c_000770,,
e_000021303,2026-01-29T12:53:14Z,u_001143,s_01446116,app_open,ios,social,,,468.0
e_000021304,2026-01-27T14:34:33Z,u_002154,s_09143378,click_recommendation,ios,social,c_001284,,
e_000021305,2026-01-30T22:01:41Z,u_003404,s_07198527,click_recommendation,web,direct,c_000689,,
e_000021306,2026-02-01T11:10:50Z,u_003514,s_03952813,view_content,android,email,c_000189,,383.0
e_000021307,2026-01-29T19:14:41Z,u_000251,s_07988260,bookmark,android,push,c_001079,,
e_000021308,2026-02-02T01:43:25Z,u_003014,s_01753149,share,ios,push,c_000460,,
e_000021309,2026-01-29T20:02:06Z,u_001321,s_01329900,share,android,direct,c_001479,,
e_000021310,2026-02-01T02:33:18Z,u_004844,s_00964206,email_open,android,seo,,,
e_000021311,2026-01-29T07:24:41Z,u_000060,s_02818319,app_open,web,seo,,,18.0
e_000021312,2026-01-30T14:40:25Z,u_001481,s_01634525,share,ios,social,c_000576,,
e_000021313,2026-01-27T07:05:36Z,u_002646,s_04294598,app_open,web,push,,,405.0
e_000021314,2026-01-30T04:01:39Z,u_004567,s_03985029,click_recommendation,ios,paid,c_001427,,
e_000021315,2026-01-31T15:55:27Z,u_000808,s_06837508,click_recommendation,ios,direct,c_000573,,
e_000021316,2026-01-29T18:44:25Z,u_001078,s_00492276,search,ios,seo,,high protein foods,
e_000021317,2026-01-27T22:00:06Z,u_000650,s_06388164,search,web,social,,diabetes symptoms,
e_000021318,2026-02-01T18:56:04Z,u_000516,s_05405341,app_open,web,seo,,,455.0
e_000021319,2026-02-01T23:17:20Z,u_002889,s_00424499,app_open,web,seo,,,102.0
e_000021320,2026-01-30T19:31:01Z,u_001393,s_00919563,share,ios,seo,c_000132,,
e_000021321,2026-01-30T12:10:26Z,u_004023,s_04198060,share,android,paid,c_000233,,
e_000021322,2026-01-29T09:04:21Z,u_001938,s_01482134,bookmark,ios,push,c_001490,,
e_000021323,2026-02-02T15:59:37Z,u_002574,s_07383298,view_content,ios,social,c_000078,,63.0
e_000021324,2026-01-28T01:48:47Z,u_001729,s_03706839,email_open,android,push,,,
e_000021325,2026-01-28T06:24:55Z,u_000843,s_05754956,share,android,seo,c_000351,,
e_000021326,2026-02-01T03:55:46Z,u_004711,s_03374211,view_content,web,seo,c_000931,,22.0
e_000021327,2026-01-29T01:39:05Z,u_001880,s_02945015,share,android,social,c_000469,,
e_000021328,2026-01-30T15:50:43Z,u_000894,s_02578810,app_open,web,push,,,167.0
e_000021329,2026-02-01T17:17:38Z,u_002939,s_03612576,click_recommendation,android,email,c_000589,,
e_000021330,2026-01-30T07:03:20Z,u_000978,s_00974733,click_recommendation,android,email,c_000160,,
e_000021331,2026-01-28T09:45:10Z,u_001961,s_04286536,email_open,android,seo,,,
e_000021332,2026-02-01T01:55:45Z,u_001893,s_02087911,app_open,android,social,,,310.0
e_000021333,2026-01-29T18:42:15Z,u_003743,s_09090568,search,web,email,,lower blood pressure,
e_000021334,2026-01-30T04:55:41Z,u_004927,s_06824149,share,web,push,c_000285,,
e_000021335,2026-01-29T19:30:50Z,u_003456,s_02854797,search,web,social,,healthy breakfast ideas,
e_000021336,2026-01-31T13:18:14Z,u_002735,s_04474842,click_recommendation,ios,seo,c_001282,,
e_000021337,2026-01-27T22:52:02Z,u_001059,s_01172723,bookmark,ios,email,c_000620,,
e_000021338,2026-01-30T00:01:25Z,u_003338,s_07640877,view_content,web,email,c_000221,,69.0
e_000021339,2026-02-01T02:29:24Z,u_000935,s_09220560,email_open,web,social,,,
e_000021340,2026-01-31T14:14:53Z,u_002066,s_04861967,view_content,web,email,c_000338,,104.0
e_000021341,2026-01-30T03:55:18Z,u_004696,s_07066189,app_open,ios,paid,,,309.0
e_000021342,2026-02-01T19:57:15Z,u_002162,s_00683385,email_open,android,email,,,
e_000021343,2026-01-30T10:21:39Z,u_003724,s_04377979,bookmark,ios,direct,c_000923,,
e_000021344,2026-01-31T07:17:34Z,u_001922,s_01927207,view_content,android,social,c_000114,,381.0
e_000021345,2026-02-02T17:45:34Z,u_004555,s_07533660,click_recommendation,web,direct,c_000958,,
e_000021346,2026-02-02T09:21:54Z,u_003269,s_06828747,view_content,ios,direct,c_000608,,400.0
e_000021347,2026-01-28T20:09:26Z,u_003133,s_08895629,bookmark,android,seo,c_001487,,
e_000021348,2026-01-31T21:03:38Z,u_000659,s_06201634,bookmark,web,direct,c_000081,,
e_000021349,2026-01-31T13:12:33Z,u_004981,s_02538683,app_open,ios,email,,,192.0
e_000021350,2026-02-02T14:44:39Z,u_003078,s_02768109,search,android,paid,,diabetes symptoms,
e_000021351,2026-01-29T03:11:00Z,u_002245,s_06872828,share,android,social,c_001436,,
e_000021352,2026-01-31T11:29:23Z,u_003806,s_04691746,view_content,ios,push,c_001348,,97.0
e_000021353,2026-01-27T10:36:40Z,u_000664,s_07644803,bookmark,ios,push,c_001015,,
e_000021354,2026-01-28T18:59:23Z,u_000867,s_00323131,app_open,web,paid,,,309.0
e_000021355,2026-01-26T21:48:18Z,u_004661,s_08454008,search,ios,social,,workout for beginners,
e_000021356,2026-01-28T21:20:49Z,u_002602,s_09347986,bookmark,web,seo,c_000174,,
e_000021357,2026-01-28T11:51:37Z,u_004805,s_06541601,click_recommendation,web,social,c_000998,,
e_000021358,2026-01-28T18:58:10Z,u_001520,s_05690248,search,web,email,,diabetes symptoms,
e_000021359,2026-01-28T00:20:38Z,u_002619,s_07011614,app_open,android,push,,,175.0
e_000021360,2026-02-02T14:03:35Z,u_004946,s_02816947,app_open,android,social,,,286.0
e_000021361,2026-01-30T12:15:00Z,u_003608,s_09187146,share,ios,seo,c_000115,,
e_000021362,2026-01-31T23:28:47Z,u_003344,s_05849645,bookmark,web,seo,c_000963,,
e_000021363,2026-01-27T14:18:25Z,u_002702,s_01977359,app_open,android,seo,,,361.0
e_000021364,2026-01-27T05:40:24Z,u_002178,s_07773723,view_content,android,direct,c_000738,,280.0
e_000021365,2026-01-30T09:07:26Z,u_000814,s_07887006,click_recommendation,android,email,c_001085,,
e_000021366,2026-01-31T10:24:35Z,u_001549,s_05454994,view_content,ios,seo,c_001078,,265.0
e_000021367,2026-01-27T07:12:23Z,u_001687,s_06825996,click_recommendation,web,direct,c_000734,,
e_000021368,2026-02-01T15:16:29Z,u_000046,s_06252882,search,web,social,,diabetes symptoms,
e_000021369,2026-02-01T19:16:05Z,u_002576,s_06773620,share,ios,seo,c_001255,,
e_000021370,2026-01-28T01:53:55Z,u_002653,s_06098246,share,ios,paid,c_000335,,
e_000021371,2026-01-27T19:23:53Z,u_004295,s_05402388,view_content,ios,social,c_000055,,529.0
e_000021372,2026-01-28T10:13:18Z,u_000001,s_03175417,bookmark,ios,paid,c_000083,,
e_000021373,2026-01-29T23:34:09Z,u_001671,s_05559061,click_recommendation,web,push,c_000063,,
e_000021374,2026-01-29T19:01:20Z,u_003091,s_02811638,share,android,email,c_000520,,
e_000021375,2026-02-02T16:49:18Z,u_004785,s_01731339,click_recommendation,web,direct,c_001159,,
e_000021376,2026-01-30T22:28:13Z,u_002280,s_05280793,click_recommendation,ios,push,c_000652,,
e_000021377,2026-01-28T03:39:33Z,u_002450,s_09264006,view_content,android,push,c_000603,,84.0
e_000021378,2026-01-31T21:55:33Z,u_002766,s_03000221,click_recommendation,ios,push,c_000244,,
e_000021379,2026-01-31T10:33:42Z,u_000169,s_02698314,app_open,android,social,,,579.0
e_000021380,2026-02-01T05:56:33Z,u_004296,s_05189199,view_content,ios,push,c_001223,,271.0
e_000021381,2026-02-01T04:11:20Z,u_000149,s_03071368,search,web,push,,stress management tips,
e_000021382,2026-01-31T18:42:39Z,u_004526,s_08868477,click_recommendation,ios,paid,c_000862,,
e_000021383,2026-01-27T22:04:31Z,u_003686,s_07535206,view_content,web,seo,c_001193,,269.0
e_000021384,2026-01-30T00:23:37Z,u_000878,s_09555757,search,web,paid,,stress management tips,
e_000021385,2026-01-28T23:11:41Z,u_002933,s_01513238,search,web,direct,,weight loss plan,
e_000021386,2026-01-27T16:21:01Z,u_003305,s_01777246,bookmark,ios,direct,c_000883,,
e_000021387,2026-01-31T21:24:16Z,u_001795,s_05000642,view_content,android,direct,c_001347,,347.0
e_000021388,2026-01-28T13:11:37Z,u_001848,s_01357369,search,android,paid,,high protein foods,
e_000021389,2026-01-30T04:05:18Z,u_001216,s_02878616,view_content,web,push,c_001030,,255.0
e_000021390,2026-01-29T04:21:16Z,u_001322,s_04295381,bookmark,android,push,c_001256,,
e_000021391,2026-01-30T13:18:32Z,u_003513,s_07190675,share,web,paid,c_000246,,
e_000021392,2026-01-27T15:32:16Z,u_003274,s_09151787,bookmark,ios,social,c_000005,,
e_000021393,2026-02-01T18:24:23Z,u_000701,s_03545507,click_recommendation,ios,direct,c_001115,,
e_000021394,2026-02-02T11:33:13Z,u_000283,s_00860848,bookmark,web,push,c_000645,,
e_000021395,2026-01-31T16:17:32Z,u_000926,s_02326256,email_open,web,paid,,,
