mkt_event_id,event_ts,user_id,channel,campaign_id,event_type
m_000002419,2026-02-01T21:02:33Z,u_003486,sms,stress_relief_program,sent
m_000002420,2026-01-31T23:39:50Z,u_000984,email,sleep_challenge,delivered
m_000002421,2026-01-29T05:12:31Z,u_002858,sms,stress_relief_program,delivered
m_000002422,2026-02-01T03:30:11Z,u_002908,email,new_content_alert,delivered
m_000002423,2026-01-31T14:45:32Z,u_004152,sms,weight_loss_series,sent
m_000002424,2026-01-30T11:16:59Z,u_001433,sms,heart_health_month,sent
m_000002425,2026-01-29T09:47:11Z,u_002953,email,sleep_challenge,sent
m_000002426,2026-01-29T20:15:25Z,u_002910,sms,stress_relief_program,clicked
m_000002427,2026-01-29T01:37:51Z,u_001352,push,weight_loss_series,opened
m_000002428,2026-02-01T13:20:59Z,u_000558,push,stress_relief_program,opened
m_000002429,2026-01-31T19:56:11Z,u_003998,push,stress_relief_program,sent
m_000002430,2026-01-29T07:55:57Z,u_003820,email,sleep_challenge,sent
m_000002431,2026-02-02T14:04:51Z,u_004381,email,new_content_alert,sent
m_000002432,2026-01-27T04:27:24Z,u_000094,push,stress_relief_program,sent
m_000002433,2026-01-29T08:40:42Z,u_000907,sms,weight_loss_series,sent
m_000002434,2026-01-31T15:50:00Z,u_003592,email,new_content_alert,opened
m_000002435,2026-01-29T21:07:14Z,u_003276,sms,weight_loss_series,delivered
m_000002436,2026-01-27T04:31:03Z,u_000786,sms,new_content_alert,sent
m_000002437,2026-01-27T08:35:15Z,u_002589,sms,heart_health_month,sent
m_000002438,2026-02-02T10:49:04Z,u_000944,push,weight_loss_series,opened
m_000002439,2026-01-30T00:56:08Z,u_000418,push,stress_relief_program,clicked
m_000002440,2026-02-01T11:47:28Z,u_003444,sms,weekly_digest,sent
m_000002441,2026-01-28T03:55:36Z,u_004028,email,new_content_alert,unsubscribed
m_000002442,2026-01-27T06:26:47Z,u_002010,sms,weight_loss_series,delivered
m_000002443,2026-01-29T16:09:19Z,u_004311,sms,weekly_digest,sent
m_000002444,2026-01-29T10:42:24Z,u_003930,sms,sleep_challenge,sent
m_000002445,2026-01-27T17:02:02Z,u_002667,email,weekly_digest,sent
m_000002446,2026-01-27T02:11:37Z,u_000608,email,weekly_digest,clicked
m_000002447,2026-01-31T17:38:46Z,u_004992,push,sleep_challenge,sent
m_000002448,2026-01-30T10:04:30Z,u_001992,push,weight_loss_series,sent
m_000002449,2026-01-28T13:18:51Z,u_003720,email,weekly_digest,sent
m_000002450,2026-01-30T02:08:40Z,u_003530,email,weight_loss_series,opened
m_000002451,2026-01-31T07:50:43Z,u_001966,push,sleep_challenge,clicked
m_000002452,2026-01-27T06:21:30Z,u_000328,push,sleep_challenge,sent
m_000002453,2026-02-01T15:16:12Z,u_003482,sms,stress_relief_program,sent
m_000002454,2026-01-31T16:06:06Z,u_000491,push,stress_relief_program,sent
m_000002455,2026-01-28T04:32:04Z,u_001727,sms,heart_health_month,delivered
m_000002456,2026-01-27T20:17:50Z,u_004727,email,new_content_alert,delivered
m_000002457,2026-01-29T12:08:38Z,u_002114,push,weight_loss_series,delivered
m_000002458,2026-01-30T00:26:28Z,u_004009,push,weekly_digest,delivered
m_000002459,2026-01-28T09:49:36Z,u_000889,email,heart_health_month,sent
m_000002460,2026-02-02T12:27:20Z,u_002495,push,heart_health_month,sent
m_000002461,2026-01-31T16:33:12Z,u_003939,email,heart_health_month,sent
m_000002462,2026-02-01T17:05:58Z,u_003050,push,heart_health_month,sent
m_000002463,2026-01-31T03:52:34Z,u_004848,push,heart_health_month,sent
m_000002464,2026-02-01T16:33:13Z,u_002205,sms,stress_relief_program,sent
m_000002465,2026-02-01T04:10:10Z,u_000253,push,sleep_challenge,sent
m_000002466,2026-02-02T09:15:24Z,u_002761,push,weight_loss_series,sent
m_000002467,2026-01-27T23:02:47Z,u_001303,sms,weight_loss_series,sent
m_000002468,2026-01-30T11:58:26Z,u_000363,push,sleep_challenge,sent
m_000002469,2026-02-02T06:10:49Z,u_004200,email,weekly_digest,unsubscribed
m_000002470,2026-02-02T15:53:50Z,u_001712,sms,weekly_digest,sent
m_000002471,2026-02-01T03:23:11Z,u_002810,push,weekly_digest,sent
m_000002472,2026-02-02T01:54:37Z,u_003012,push,stress_relief_program,sent
m_000002473,2026-01-28T14:17:25Z,u_003562,email,heart_health_month,opened
m_000002474,2026-01-28T09:53:35Z,u_003292,email,stress_relief_program,sent
m_000002475,2026-01-29T23:13:18Z,u_000679,email,weekly_digest,delivered
m_000002476,2026-01-31T21:23:13Z,u_004101,email,new_content_alert,delivered
m_000002477,2026-01-29T01:51:24Z,u_003915,email,new_content_alert,sent
m_000002478,2026-01-31T05:38:54Z,u_003339,push,stress_relief_program,sent
m_000002479,2026-01-31T06:29:39Z,u_001821,push,weekly_digest,sent
m_000002480,2026-01-30T01:53:51Z,u_001688,push,weight_loss_series,delivered
m_000002481,2026-01-29T22:07:13Z,u_004877,email,stress_relief_program,opened
m_000002482,2026-01-28T00:31:45Z,u_000529,email,sleep_challenge,sent
m_000002483,2026-02-01T14:52:32Z,u_001791,email,weekly_digest,delivered
m_000002484,2026-01-31T02:10:25Z,u_002335,email,weight_loss_series,clicked
m_000002485,2026-01-29T05:44:49Z,u_001343,push,stress_relief_program,opened
m_000002486,2026-01-31T10:51:43Z,u_001210,push,heart_health_month,sent
m_000002487,2026-01-28T08:05:55Z,u_002639,sms,stress_relief_program,sent
m_000002488,2026-01-27T08:46:48Z,u_003406,email,weekly_digest,sent
m_000002489,2026-02-01T04:02:18Z,u_000442,push,heart_health_month,delivered
m_000002490,2026-01-28T18:15:21Z,u_001831,push,sleep_challenge,sent
m_000002491,2026-01-29T09:02:00Z,u_000854,push,heart_health_month,delivered
m_000002492,2026-01-30T09:49:19Z,u_004423,push,stress_relief_program,clicked
m_000002493,2026-01-30T09:46:24Z,u_002602,sms,sleep_challenge,sent
m_000002494,2026-01-29T02:28:49Z,u_004146,sms,new_content_alert,sent
m_000002495,2026-01-28T12:17:36Z,u_003024,email,weekly_digest,sent
m_000002496,2026-01-28T19:48:55Z,u_000054,push,heart_health_month,sent
m_000002497,2026-01-27T17:55:24Z,u_003991,email,sleep_challenge,sent
m_000002498,2026-01-28T12:58:08Z,u_002242,push,weight_loss_series,opened
m_000002499,2026-02-02T06:32:59Z,u_003522,email,weight_loss_series,sent
m_000002500,2026-01-29T13:08:21Z,u_002386,sms,sleep_challenge,sent
m_000002501,2026-01-26T22:10:59Z,u_004529,sms,weight_loss_series,sent
m_000002502,2026-01-31T06:23:35Z,u_000248,email,sleep_challenge,delivered
m_000002503,2026-01-27T02:30:36Z,u_004167,sms,heart_health_month,sent
m_000002504,2026-01-31T22:34:12Z,u_000928,sms,weight_loss_series,opened
m_000002505,2026-01-31T23:39:53Z,u_002089,sms,heart_health_month,opened
m_000002506,2026-01-30T00:10:51Z,u_003199,email,new_content_alert,opened
m_000002507,2026-01-29T13:09:39Z,u_004287,email,stress_relief_program,sent
m_000002508,2026-01-29T16:05:51Z,u_003392,sms,heart_health_month,sent
m_000002509,2026-01-27T10:24:29Z,u_001310,sms,sleep_challenge,sent
m_000002510,2026-01-30T05:04:14Z,u_004507,email,heart_health_month,sent
m_000002511,2026-01-30T00:56:17Z,u_004215,push,heart_health_month,sent
m_000002512,2026-01-30T19:23:53Z,u_002485,push,stress_relief_program,sent
m_000002513,2026-02-02T03:01:27Z,u_001085,sms,weight_loss_series,sent
m_000002514,2026-01-31T05:00:38Z,u_002946,email,sleep_challenge,sent
m_000002515,2026-02-01T09:03:39Z,u_003164,email,new_content_alert,delivered
m_000002516,2026-01-29T12:59:56Z,u_000415,email,stress_relief_program,delivered
m_000002517,2026-02-02T17:32:46Z,u_004477,push,new_content_alert,clicked
m_000002518,2026-01-29T23:47:21Z,u_000569,sms,new_content_alert,sent
m_000002519,2026-01-28T20:32:23Z,u_002921,sms,weekly_digest,clicked
m_000002520,2026-02-02T00:56:54Z,u_002612,email,weekly_digest,sent
m_000002521,2026-02-02T04:13:15Z,u_002046,sms,new_content_alert,sent
m_000002522,2026-02-01T23:08:21Z,u_002395,sms,new_content_alert,clicked
m_000002523,2026-01-29T15:50:26Z,u_002392,email,stress_relief_program,sent
m_000002524,2026-01-30T13:29:29Z,u_002179,sms,heart_health_month,delivered
m_000002525,2026-01-28T17:41:33Z,u_004298,sms,heart_health_month,delivered
m_000002526,2026-01-28T23:39:12Z,u_004744,push,sleep_challenge,sent
m_000002527,2026-01-31T10:23:49Z,u_002888,push,sleep_challenge,sent
m_000002528,2026-01-27T13:44:49Z,u_002982,email,heart_health_month,delivered
m_000002529,2026-01-28T02:37:15Z,u_002702,email,weekly_digest,delivered
m_000002530,2026-01-30T19:34:59Z,u_003466,email,weekly_digest,sent
m_000002531,2026-01-30T19:39:05Z,u_002193,push,weekly_digest,sent
m_000002532,2026-01-28T18:27:56Z,u_000201,email,heart_health_month,sent
m_000002533,2026-02-01T20:21:56Z,u_004567,email,weight_loss_series,clicked
m_000002534,2026-02-02T16:36:41Z,u_000842,email,weight_loss_series,sent
m_000002535,2026-01-30T21:53:12Z,u_000842,push,stress_relief_program,opened
m_000002536,2026-02-01T20:49:54Z,u_003907,email,new_content_alert,delivered
m_000002537,2026-01-28T16:14:32Z,u_002770,push,weekly_digest,delivered
m_000002538,2026-02-01T12:03:42Z,u_004555,sms,heart_health_month,opened
m_000002539,2026-01-26T20:49:32Z,u_004261,email,weight_loss_series,sent
m_000002540,2026-02-01T14:03:09Z,u_004393,push,heart_health_month,sent
m_000002541,2026-01-30T20:43:22Z,u_000924,push,stress_relief_program,sent
m_000002542,2026-02-01T16:50:30Z,u_002012,email,stress_relief_program,clicked
m_000002543,2026-01-29T13:10:28Z,u_003294,push,stress_relief_program,sent
m_000002544,2026-02-02T06:59:41Z,u_002015,push,heart_health_month,sent
m_000002545,2026-01-27T12:40:27Z,u_001948,push,new_content_alert,sent
m_000002546,2026-01-30T22:44:58Z,u_002924,push,weekly_digest,sent
m_000002547,2026-01-27T14:33:46Z,u_004361,push,stress_relief_program,clicked
m_000002548,2026-01-31T18:44:29Z,u_000091,email,new_content_alert,clicked
m_000002549,2026-01-29T02:54:37Z,u_001240,sms,weight_loss_series,sent
m_000002550,2026-02-02T13:33:58Z,u_001781,email,stress_relief_program,delivered
m_000002551,2026-01-29T10:26:11Z,u_004310,sms,heart_health_month,sent
m_000002552,2026-02-02T08:15:01Z,u_000615,push,sleep_challenge,sent
m_000002553,2026-02-02T08:20:43Z,u_004210,push,heart_health_month,sent
m_000002554,2026-01-31T12:09:44Z,u_001258,email,weekly_digest,clicked
m_000002555,2026-01-28T05:58:27Z,u_002599,sms,new_content_alert,sent
m_000002556,2026-01-28T06:43:38Z,u_001236,push,weight_loss_series,clicked
m_000002557,2026-01-29T16:32:29Z,u_000503,sms,heart_health_month,sent
m_000002558,2026-02-01T00:22:15Z,u_003408,push,new_content_alert,clicked
m_000002559,2026-02-01T00:27:40Z,u_003994,sms,heart_health_month,opened
m_000002560,2026-01-30T10:17:16Z,u_002802,email,new_content_alert,sent
m_000002561,2026-01-28T06:52:43Z,u_001803,email,weight_loss_series,sent
m_000002562,2026-01-30T04:17:24Z,u_000213,email,weight_loss_series,delivered
m_000002563,2026-01-27T20:06:51Z,u_004017,sms,heart_health_month,delivered
m_000002564,2026-01-28T20:03:08Z,u_003375,push,sleep_challenge,sent
m_000002565,2026-02-02T10:44:04Z,u_002460,email,stress_relief_program,sent
m_000002566,2026-01-31T03:52:17Z,u_000755,sms,stress_relief_program,sent
m_000002567,2026-01-28T05:04:03Z,u_001522,sms,weight_loss_series,sent
m_000002568,2026-01-30T10:53:32Z,u_001011,push,new_content_alert,sent
m_000002569,2026-01-31T01:45:20Z,u_000240,sms,new_content_alert,delivered
m_000002570,2026-02-02T00:42:42Z,u_000693,email,new_content_alert,sent
m_000002571,2026-01-31T06:40:44Z,u_003233,sms,weekly_digest,delivered
m_000002572,2026-02-02T18:28:10Z,u_004707,push,new_content_alert,sent
m_000002573,2026-01-27T12:17:39Z,u_002257,sms,stress_relief_program,sent
m_000002574,2026-01-27T02:19:02Z,u_002262,push,stress_relief_program,sent
m_000002575,2026-01-29T12:04:30Z,u_000959,email,weekly_digest,sent
m_000002576,2026-01-27T01:32:31Z,u_002888,email,sleep_challenge,sent
m_000002577,2026-01-28T23:47:50Z,u_004954,sms,new_content_alert,sent
m_000002578,2026-02-02T12:59:09Z,u_001172,sms,weight_loss_series,sent
m_000002579,2026-02-02T06:54:59Z,u_003025,email,sleep_challenge,sent
m_000002580,2026-01-28T19:02:14Z,u_000258,sms,weekly_digest,sent
m_000002581,2026-01-31T14:53:51Z,u_002573,push,weight_loss_series,sent
m_000002582,2026-01-27T00:33:31Z,u_002002,sms,new_content_alert,delivered
m_000002583,2026-01-30T06:00:41Z,u_003445,sms,sleep_challenge,sent
m_000002584,2026-01-27T00:53:12Z,u_001252,sms,sleep_challenge,sent
m_000002585,2026-01-27T01:34:40Z,u_001162,sms,weight_loss_series,clicked
m_000002586,2026-01-29T08:46:28Z,u_002855,email,weekly_digest,opened
m_000002587,2026-01-29T15:58:17Z,u_004751,sms,sleep_challenge,sent
m_000002588,2026-01-31T08:15:34Z,u_004782,email,sleep_challenge,sent
m_000002589,2026-02-01T00:29:49Z,u_001888,push,weight_loss_series,delivered
m_000002590,2026-01-27T21:28:12Z,u_004863,push,weekly_digest,clicked
m_000002591,2026-01-29T20:39:14Z,u_002480,email,sleep_challenge,sent
m_000002592,2026-01-30T07:35:13Z,u_000749,sms,stress_relief_program,sent
m_000002593,2026-01-27T04:03:58Z,u_003487,push,new_content_alert,sent
m_000002594,2026-02-01T08:43:49Z,u_001194,email,stress_relief_program,sent
m_000002595,2026-02-02T12:33:59Z,u_000637,push,heart_health_month,sent
m_000002596,2026-01-31T02:32:48Z,u_002879,push,weekly_digest,sent
m_000002597,2026-01-28T05:40:50Z,u_003263,sms,weight_loss_series,sent
m_000002598,2026-02-01T17:55:11Z,u_001321,push,new_content_alert,clicked
m_000002599,2026-02-01T21:59:04Z,u_001905,push,weight_loss_series,sent
m_000002600,2026-02-01T09:40:30Z,u_004968,sms,new_content_alert,sent
m_000002601,2026-02-02T17:25:48Z,u_004483,push,new_content_alert,sent
m_000002602,2026-01-28T05:20:43Z,u_004010,push,stress_relief_program,clicked
m_000002603,2026-01-28T18:36:53Z,u_002924,sms,heart_health_month,delivered
m_000002604,2026-02-02T04:15:41Z,u_004981,push,new_content_alert,sent
m_000002605,2026-01-27T03:58:56Z,u_002622,sms,sleep_challenge,opened
m_000002606,2026-02-01T21:10:53Z,u_001276,push,sleep_challenge,delivered
m_000002607,2026-02-01T07:30:49Z,u_000151,email,new_content_alert,sent
m_000002608,2026-01-29T04:43:13Z,u_000795,push,sleep_challenge,sent
m_000002609,2026-01-27T15:15:27Z,u_003600,sms,heart_health_month,sent
m_000002610,2026-02-01T13:20:18Z,u_000030,sms,weekly_digest,sent
m_000002611,2026-02-02T00:38:29Z,u_001128,email,new_content_alert,sent
m_000002612,2026-02-02T19:10:38Z,u_000760,push,weight_loss_series,sent
m_000002613,2026-01-30T04:39:56Z,u_001654,sms,sleep_challenge,sent
m_000002614,2026-01-29T05:23:09Z,u_000550,push,stress_relief_program,sent
m_000002615,2026-02-02T09:29:17Z,u_001775,sms,heart_health_month,delivered
m_000002616,2026-02-01T22:28:45Z,u_000713,sms,weekly_digest,sent
m_000002617,2026-01-27T04:49:29Z,u_003348,push,stress_relief_program,clicked
m_000002618,2026-01-28T04:12:01Z,u_000538,sms,stress_relief_program,delivered
m_000002619,2026-01-28T02:47:20Z,u_000086,push,heart_health_month,sent
m_000002620,2026-01-29T08:48:11Z,u_003042,sms,sleep_challenge,sent
m_000002621,2026-01-28T23:33:27Z,u_003143,push,heart_health_month,sent
m_000002622,2026-01-31T02:48:46Z,u_000549,email,stress_relief_program,delivered
m_000002623,2026-01-27T12:22:08Z,u_000915,sms,new_content_alert,sent
m_000002624,2026-01-27T22:24:50Z,u_001130,push,sleep_challenge,sent
m_000002625,2026-01-27T07:26:12Z,u_001313,sms,stress_relief_program,delivered
m_000002626,2026-01-30T19:53:55Z,u_002594,sms,new_content_alert,sent
m_000002627,2026-01-31T08:59:49Z,u_000727,push,weekly_digest,sent
m_000002628,2026-01-27T20:56:03Z,u_002888,push,weight_loss_series,clicked
m_000002629,2026-01-28T10:48:59Z,u_001648,push,heart_health_month,sent
m_000002630,2026-01-27T21:08:36Z,u_004688,email,new_content_alert,sent
m_000002631,2026-01-28T05:31:48Z,u_000313,sms,new_content_alert,sent
m_000002632,2026-02-02T02:49:50Z,u_000096,email,weight_loss_series,opened
m_000002633,2026-02-01T16:18:27Z,u_001623,sms,new_content_alert,opened
m_000002634,2026-01-27T22:53:11Z,u_002050,email,sleep_challenge,sent
m_000002635,2026-01-29T02:05:09Z,u_000879,push,new_content_alert,sent
m_000002636,2026-01-27T19:57:34Z,u_002050,email,heart_health_month,delivered
m_000002637,2026-01-30T15:44:58Z,u_002887,push,new_content_alert,clicked
m_000002638,2026-02-01T19:02:26Z,u_000503,email,weekly_digest,sent
m_000002639,2026-02-01T16:16:20Z,u_000539,push,heart_health_month,sent
m_000002640,2026-01-31T08:52:16Z,u_001884,sms,new_content_alert,sent
m_000002641,2026-01-30T09:00:19Z,u_000644,email,new_content_alert,sent
m_000002642,2026-01-31T17:06:46Z,u_004109,push,sleep_challenge,delivered
m_000002643,2026-01-29T14:49:48Z,u_001184,sms,weight_loss_series,sent
m_000002644,2026-01-27T00:40:31Z,u_002060,email,weekly_digest,delivered
m_000002645,2026-02-01T22:42:35Z,u_004565,email,stress_relief_program,sent
m_000002646,2026-02-02T12:23:33Z,u_002772,push,new_content_alert,sent
m_000002647,2026-02-01T18:45:20Z,u_000830,sms,new_content_alert,sent
m_000002648,2026-01-29T13:05:04Z,u_001020,push,new_content_alert,sent
m_000002649,2026-01-28T17:23:14Z,u_004773,sms,weekly_digest,opened
m_000002650,2026-01-31T07:03:26Z,u_003249,push,weight_loss_series,opened
m_000002651,2026-01-27T16:21:22Z,u_001614,email,new_content_alert,delivered
m_000002652,2026-01-28T07:47:32Z,u_001965,push,heart_health_month,sent
m_000002653,2026-01-29T21:14:57Z,u_004153,email,weekly_digest,opened
m_000002654,2026-01-29T07:15:31Z,u_002205,email,heart_health_month,sent
m_000002655,2026-01-28T19:15:17Z,u_000404,push,new_content_alert,sent
m_000002656,2026-02-01T00:38:14Z,u_000380,email,sleep_challenge,sent
m_000002657,2026-02-02T04:17:35Z,u_002182,sms,weight_loss_series,clicked
m_000002658,2026-01-27T18:16:37Z,u_003723,email,new_content_alert,sent
m_000002659,2026-01-26T23:51:52Z,u_003296,sms,weekly_digest,sent
m_000002660,2026-01-31T15:51:07Z,u_003821,push,stress_relief_program,sent
m_000002661,2026-01-30T23:18:33Z,u_003097,sms,weekly_digest,sent
m_000002662,2026-01-28T07:50:57Z,u_002140,sms,weekly_digest,sent
m_000002663,2026-01-31T04:47:52Z,u_000676,sms,sleep_challenge,sent
m_000002664,2026-01-31T02:28:55Z,u_002221,sms,weight_loss_series,opened
m_000002665,2026-02-02T05:21:02Z,u_004917,push,weight_loss_series,sent
m_000002666,2026-01-29T04:29:59Z,u_004719,email,weight_loss_series,clicked
m_000002667,2026-01-27T21:39:05Z,u_003747,email,stress_relief_program,opened
m_000002668,2026-01-30T02:02:06Z,u_002460,sms,weight_loss_series,delivered
m_000002669,2026-01-30T23:31:39Z,u_003754,email,sleep_challenge,delivered
m_000002670,2026-01-29T22:17:13Z,u_001516,push,new_content_alert,clicked
m_000002671,2026-01-28T01:08:25Z,u_003332,email,heart_health_month,sent
m_000002672,2026-01-28T05:12:50Z,u_003801,sms,weight_loss_series,sent
m_000002673,2026-01-28T01:50:09Z,u_003926,sms,heart_health_month,clicked
m_000002674,2026-01-29T09:52:03Z,u_001693,email,heart_health_month,delivered
m_000002675,2026-02-01T05:26:00Z,u_002089,email,heart_health_month,opened
m_000002676,2026-02-01T00:07:21Z,u_003198,email,stress_relief_program,opened
m_000002677,2026-01-30T01:14:02Z,u_001763,push,stress_relief_program,delivered
m_000002678,2026-01-27T00:01:12Z,u_003891,sms,heart_health_month,sent
m_000002679,2026-01-30T13:03:24Z,u_003694,email,sleep_challenge,clicked
m_000002680,2026-01-31T10:33:18Z,u_003915,push,new_content_alert,sent
m_000002681,2026-01-29T18:26:29Z,u_002331,email,new_content_alert,delivered
m_000002682,2026-02-01T20:48:14Z,u_003249,email,new_content_alert,sent
m_000002683,2026-02-01T13:49:07Z,u_000268,push,new_content_alert,sent
m_000002684,2026-01-31T11:24:50Z,u_000527,email,new_content_alert,delivered
m_000002685,2026-01-28T23:32:03Z,u_000685,push,sleep_challenge,delivered
m_000002686,2026-01-29T02:33:59Z,u_003952,email,stress_relief_program,sent
m_000002687,2026-01-28T16:36:11Z,u_000491,push,new_content_alert,unsubscribed
m_000002688,2026-02-01T08:41:13Z,u_004072,push,weight_loss_series,sent
m_000002689,2026-02-01T07:10:30Z,u_004681,sms,stress_relief_program,clicked
m_000002690,2026-01-26T21:08:45Z,u_004550,push,stress_relief_program,sent
m_000002691,2026-01-29T05:27:43Z,u_001457,sms,stress_relief_program,delivered
m_000002692,2026-01-30T14:35:50Z,u_001898,push,stress_relief_program,sent
m_000002693,2026-01-27T15:52:27Z,u_001967,sms,weight_loss_series,delivered
m_000002694,2026-01-28T14:56:08Z,u_000472,sms,heart_health_month,delivered
m_000002695,2026-01-27T17:57:53Z,u_003246,push,weekly_digest,sent
m_000002696,2026-01-28T14:09:48Z,u_002298,sms,weekly_digest,sent
m_000002697,2026-01-31T14:14:45Z,u_001900,sms,new_content_alert,delivered
m_000002698,2026-01-28T13:59:46Z,u_002959,sms,new_content_alert,sent
m_000002699,2026-01-28T14:13:22Z,u_002785,sms,weight_loss_series,sent
m_000002700,2026-01-31T12:44:18Z,u_003173,sms,stress_relief_program,delivered
m_000002701,2026-01-30T07:10:53Z,u_001813,email,weight_loss_series,delivered
m_000002702,2026-01-29T20:51:18Z,u_002140,sms,sleep_challenge,sent
m_000002703,2026-01-31T04:22:31Z,u_003163,push,new_content_alert,sent
m_000002704,2026-02-02T01:55:40Z,u_001762,email,new_content_alert,sent
m_000002705,2026-01-31T03:15:19Z,u_003713,sms,sleep_challenge,sent
m_000002706,2026-02-01T10:09:53Z,u_003201,sms,sleep_challenge,sent
m_000002707,2026-01-28T05:18:21Z,u_000667,sms,weight_loss_series,sent
m_000002708,2026-01-30T21:01:55Z,u_000913,push,sleep_challenge,sent
m_000002709,2026-02-01T22:49:44Z,u_000726,push,weekly_digest,sent
m_000002710,2026-01-29T18:54:46Z,u_004875,push,sleep_challenge,sent
m_000002711,2026-01-31T18:15:36Z,u_002423,sms,weekly_digest,delivered
m_000002712,2026-02-01T15:06:18Z,u_003249,email,new_content_alert,sent
m_000002713,2026-01-28T22:49:40Z,u_003219,push,heart_health_month,sent
m_000002714,2026-02-01T11:09:45Z,u_004094,sms,sleep_challenge,opened
m_000002715,2026-01-31T19:22:07Z,u_004676,email,sleep_challenge,sent
m_000002716,2026-02-01T22:00:56Z,u_004248,sms,heart_health_month,sent
m_000002717,2026-01-29T13:30:44Z,u_001742,sms,stress_relief_program,clicked
m_000002718,2026-01-29T19:13:48Z,u_004407,email,weight_loss_series,sent
m_000002719,2026-02-02T09:13:03Z,u_002131,sms,weight_loss_series,sent
m_000002720,2026-01-31T08:12:39Z,u_001506,push,weekly_digest,delivered
m_000002721,2026-01-30T11:29:42Z,u_002084,email,new_content_alert,sent
m_000002722,2026-01-29T04:54:36Z,u_000718,push,stress_relief_program,sent
m_000002723,2026-01-31T06:39:27Z,u_000492,push,weight_loss_series,opened
m_000002724,2026-01-29T12:40:19Z,u_000689,push,new_content_alert,sent
m_000002725,2026-01-29T09:22:30Z,u_000502,email,sleep_challenge,sent
m_000002726,2026-01-27T14:36:06Z,u_001788,push,weight_loss_series,sent
m_000002727,2026-01-30T23:19:47Z,u_003769,email,new_content_alert,delivered
m_000002728,2026-01-28T08:51:43Z,u_004360,push,heart_health_month,sent
m_000002729,2026-01-28T12:04:29Z,u_000350,push,weight_loss_series,sent
m_000002730,2026-01-30T05:40:09Z,u_004333,push,new_content_alert,sent
m_000002731,2026-01-28T11:57:53Z,u_002519,sms,stress_relief_program,sent
m_000002732,2026-01-29T04:38:28Z,u_000661,sms,weight_loss_series,delivered
m_000002733,2026-01-29T14:09:56Z,u_000671,sms,new_content_alert,sent
m_000002734,2026-02-02T04:19:02Z,u_002433,sms,new_content_alert,clicked
m_000002735,2026-01-28T19:21:24Z,u_002560,push,stress_relief_program,sent
m_000002736,2026-01-28T20:00:41Z,u_004845,email,new_content_alert,clicked
m_000002737,2026-02-02T11:48:18Z,u_004183,email,weekly_digest,sent
m_000002738,2026-01-31T04:22:29Z,u_002167,push,new_content_alert,opened
m_000002739,2026-02-01T22:21:22Z,u_000589,push,new_content_alert,sent
m_000002740,2026-01-27T05:37:10Z,u_004428,sms,weekly_digest,sent
m_000002741,2026-01-29T10:04:20Z,u_003094,email,stress_relief_program,delivered
m_000002742,2026-01-26T20:38:13Z,u_000013,push,weight_loss_series,clicked
m_000002743,2026-01-27T05:21:20Z,u_000953,sms,new_content_alert,sent
m_000002744,2026-01-30T03:30:46Z,u_002914,email,weight_loss_series,sent
m_000002745,2026-02-01T05:57:07Z,u_000331,push,stress_relief_program,opened
m_000002746,2026-02-01T03:15:56Z,u_002928,email,weekly_digest,sent
m_000002747,2026-02-01T15:00:14Z,u_004076,sms,weight_loss_series,delivered
m_000002748,2026-01-30T14:51:03Z,u_003897,sms,weekly_digest,sent
m_000002749,2026-01-29T03:26:51Z,u_003148,sms,sleep_challenge,opened
m_000002750,2026-02-02T09:21:01Z,u_002201,sms,sleep_challenge,sent
m_000002751,2026-02-02T08:30:00Z,u_001596,push,stress_relief_program,sent
m_000002752,2026-02-01T20:34:42Z,u_004470,push,weekly_digest,sent
m_000002753,2026-01-29T11:13:33Z,u_003757,sms,weekly_digest,delivered
m_000002754,2026-01-31T03:46:06Z,u_001843,email,stress_relief_program,delivered
m_000002755,2026-01-30T21:57:41Z,u_003272,sms,weekly_digest,sent
m_000002756,2026-01-29T10:29:24Z,u_001826,sms,new_content_alert,clicked
m_000002757,2026-01-28T13:37:30Z,u_003946,email,heart_health_month,sent
m_000002758,2026-02-02T01:45:39Z,u_004622,email,sleep_challenge,sent
m_000002759,2026-02-01T00:40:57Z,u_003139,sms,new_content_alert,sent
m_000002760,2026-01-28T19:37:41Z,u_002981,email,weekly_digest,delivered
m_000002761,2026-01-28T02:11:48Z,u_003717,sms,new_content_alert,sent
m_000002762,2026-02-01T12:33:20Z,u_000253,push,weight_loss_series,delivered
m_000002763,2026-02-01T05:07:47Z,u_002850,email,new_content_alert,clicked
m_000002764,2026-02-02T05:32:16Z,u_001685,sms,weight_loss_series,sent
m_000002765,2026-01-28T12:48:56Z,u_004412,sms,weekly_digest,sent
m_000002766,2026-01-31T20:30:27Z,u_000609,push,stress_relief_program,sent
m_000002767,2026-02-02T03:46:33Z,u_001783,email,new_content_alert,delivered
m_000002768,2026-01-29T05:09:29Z,u_004403,push,weight_loss_series,sent
m_000002769,2026-01-31T18:30:57Z,u_003530,sms,sleep_challenge,delivered
m_000002770,2026-02-01T08:58:07Z,u_004217,sms,weight_loss_series,sent
m_000002771,2026-01-31T20:33:13Z,u_001467,push,weight_loss_series,sent
m_000002772,2026-01-28T17:37:04Z,u_001726,sms,sleep_challenge,clicked
m_000002773,2026-01-28T04:42:13Z,u_000083,email,new_content_alert,sent
m_000002774,2026-02-02T12:04:24Z,u_000951,sms,weekly_digest,sent
